label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63
A,0.0,0.0,0.0,-0.20949105606107712,-0.07819522925821343,-0.06327508143005245,-0.3601523295480648,-0.44727286786175596,-0.055219938257852104,-0.40585453265341664,-0.801458832133009,-0.046504394665030764,-0.4484891511404417,-1.0,-0.01853932982307614,-0.2733638569354389,-0.6857050556785973,0.04846834062418491,-0.2666416131675636,-0.901686183289049,-0.024743273902891567,-0.24673342970116358,-0.6299439928760455,-0.04764392990125481,-0.24841118614696414,-0.567090359263972,-0.0497538583719123,-0.14585877412000253,-0.6800851124522835,0.050994060691930854,-0.15112227923807448,-0.8847666579059549,-0.02993541460953913,-0.15662750521636287,-0.5595648276650459,-0.032759243855920266,-0.1608930103408451,-0.5481079934016883,-0.008888578572003755,-0.03475545327602546,-0.6477719746965,0.02956809808868533,-0.03746887009253235,-0.8020870392746985,-0.06217077350358473,-0.05757497085994934,-0.4974550532747434,-0.031351895929057245,-0.06222349003255352,-0.47730181026221236,0.016489833097584932,0.07120548997486104,-0.6182236695203083,0.0016430087938612008,0.06516874519896966,-0.7373457794202332,-0.037151800586203584,0.04312099825106277,-0.5202302331097215,-0.004107576951455691,0.04921049426440469,-0.4734043618729547,0.03328223175444494
A,0.0,0.0,0.0,-0.21187708474272435,-0.08482208594848725,-0.06237556650541281,-0.3614116922722335,-0.4512971154523318,-0.05489033309959143,-0.4085879662727841,-0.8004001558955404,-0.047505193687256794,-0.4497004799576596,-1.0,-0.02087159877517612,-0.27103122605813695,-0.6871933574201369,0.04895919836014996,-0.26846564536058715,-0.9094911547153866,-0.025456571831577013,-0.2473118422990164,-0.6368756975818585,-0.048659684160396025,-0.24416645503571405,-0.5649686795082195,-0.05019578975694989,-0.14433502175708465,-0.6832858986561612,0.050490281333977434,-0.1518214222453653,-0.8895791940808779,-0.03103406098838061,-0.15521809903474945,-0.5636482090686176,-0.03322798219270834,-0.15567532859706817,-0.5465937331273222,-0.008381302544805779,-0.033218901453958,-0.6507578433276495,0.027985228117018007,-0.03830297940813047,-0.8067092702893618,-0.06399359295430233,-0.05653174037470416,-0.5021448307983858,-0.03216034349529507,-0.058653829737741234,-0.4770887708260863,0.016848533400580366,0.07299373856926095,-0.6183718386070344,-0.0010785755010634943,0.0654325114227362,-0.7359429919566011,-0.040257845031842494,0.043289289197431406,-0.5207053099450898,-0.007139161052863582,0.05001768630103952,-0.4734917559962696,0.030658038683662552
A,0.0,0.0,0.0,-0.21220903024548615,-0.10454123623537503,-0.06367712016826527,-0.3568532628908555,-0.4663694524899981,-0.05675571238723062,-0.4052939243429509,-0.8021533905205491,-0.049898122783811304,-0.44850415987266207,-1.0,-0.023234192454741995,-0.26853183617753895,-0.693787926600036,0.05435493657502119,-0.266156041306482,-0.909139169392429,-0.02041462018242117,-0.24645474368574757,-0.6376139409276832,-0.04448171317183448,-0.24221956157711372,-0.5731697722736931,-0.0462762829910192,-0.14265081391158999,-0.6896679902609997,0.056433236649291424,-0.15028448051836882,-0.8955556901199802,-0.026165777536396952,-0.15689745597961335,-0.5739323262185392,-0.029777845587092035,-0.15549212375104063,-0.5650208305063147,-0.004900015470747767,-0.03296122272963669,-0.6572181789609588,0.03388311606424528,-0.03752961832932671,-0.8074892696529177,-0.05898812453381498,-0.0595323673073199,-0.5080769631234189,-0.028928942666864157,-0.05992100535346577,-0.49305177925811966,0.020124066023799344,0.07174348929683226,-0.6246256760779826,0.0045790583706142324,0.06361699713890719,-0.7401022702950298,-0.03336180166393152,0.03862638500600577,-0.5303407137923273,-0.00015196745494788034,0.046508529485963235,-0.4879760358079931,0.038297878394493425
A,0.0,0.0,0.0,-0.21417209017631858,-0.08954476460404602,-0.06216949353970597,-0.36245447279014525,-0.45719497771142426,-0.05396590836305504,-0.41021983371772286,-0.7997495738290172,-0.04553541950538992,-0.4503358354624766,-1.0,-0.018114945775254188,-0.2733780198068743,-0.6953913732204545,0.04941613374498837,-0.26911109080309115,-0.912759013399275,-0.025531458150728853,-0.24963393372265918,-0.6383053719060303,-0.05037729968293888,-0.2461956078511763,-0.5733041364765389,-0.05356354776674363,-0.14607241509191776,-0.691801186160469,0.05039509965716869,-0.15160797428151643,-0.8977569462688177,-0.03326916872512309,-0.15839384603241938,-0.5699829221823537,-0.03867435373750803,-0.15864409710846195,-0.5535699265550804,-0.015733899763805806,-0.0347028743248659,-0.6608857500801227,0.027586792907400175,-0.03781875612958561,-0.8101204471359081,-0.06671977750665962,-0.05971168463084633,-0.5025070564944498,-0.03797632260603173,-0.06251199147799458,-0.48233450312467024,0.00958675105297505,0.07101258144692667,-0.6304342482470471,-0.0015170051966936998,0.0640588879302815,-0.7430424510274605,-0.041499944125657814,0.04021176520819091,-0.5242050235142403,-0.009082735368984764,0.04578746154561557,-0.4780394242420426,0.02844244105263631
B,0.0,0.0,0.0,-0.08186693127690384,-0.08596858869074889,-0.03396124230128718,-0.1305346184617493,-0.2864198588122088,-0.046347186612359044,-0.0916364438541332,-0.44915663617081564,-0.059067656186224275,-0.02700383062433499,-0.4916540592427199,-0.07085381909975173,-0.14221793912329475,-0.5067950548455123,0.0006167466812357804,-0.15229032798182346,-0.6945311942108787,-0.016886339004124562,-0.15243775523399491,-0.8102043145687439,-0.04120875066103118,-0.14952917453882575,-0.9157564275955812,-0.06299825914336021,-0.09314648916497774,-0.5457385777868233,-0.004958321398853533,-0.10753632846430443,-0.7502399419179987,-0.014199617353054967,-0.11234520307900732,-0.8802943919874734,-0.034100593575306606,-0.11809327601195552,-1.0,-0.05234629689973243,-0.04074087072323772,-0.537302559159137,-0.01774014559700443,-0.05193638062392171,-0.7308689766041894,-0.025399619177828556,-0.059805165672052144,-0.8508978134469825,-0.04053124023215653,-0.07109476884838674,-0.9585149558940029,-0.0554922833486205,0.01498121047801254,-0.4967652319926351,-0.036799027201403184,0.0039006793803701245,-0.6547861078541463,-0.04332098028909399,-0.0056674215538191,-0.7537732455942445,-0.04770595638614087,-0.01600019295625652,-0.8428336150214639,-0.054123260515327974
B,0.0,0.0,0.0,-0.0834417362241837,-0.08694774015336772,-0.03332975477393118,-0.1292523440761317,-0.28787342231517005,-0.04413768199706543,-0.08167547669240033,-0.44484016125816217,-0.0558405110282297,-0.01373432688667038,-0.48449640133043714,-0.06686432006242307,-0.14403570343415487,-0.5031506040772037,0.005409045397193984,-0.15457210002482863,-0.6925976501767862,-0.011028186312174655,-0.1546788930246354,-0.8091429823311238,-0.03522209166387548,-0.15224865643986968,-0.9145262669303849,-0.05707933363101206,-0.09289452812408848,-0.5425218064548641,-0.00018249457871551537,-0.10826385730272488,-0.7502031346785162,-0.008267114256765934,-0.11315802373694159,-0.8796599455989281,-0.0284757135387588,-0.11936022130322214,-1.0,-0.047135938498798866,-0.03970831814008198,-0.5346834712800901,-0.013303367499994443,-0.051884624519969405,-0.7313740565634104,-0.019789377031049937,-0.060711820390142,-0.8507958596324676,-0.03508449633642813,-0.0723043543362435,-0.9588574657892965,-0.05054078023192107,0.017361040598900708,-0.49587747341752486,-0.03282247200223679,0.0058436572822928474,-0.6528866585493976,-0.03804465793298787,-0.00407058585134484,-0.750177388629523,-0.04182984901435873,-0.01462815060178826,-0.8394888577930169,-0.04826451637329991
B,0.0,0.0,0.0,-0.0788838795441149,-0.0866566172895318,-0.033038316145847464,-0.12551696268478268,-0.28878530213181014,-0.04590166954038315,-0.08571445184257559,-0.4509911161858689,-0.05906435788443816,-0.020342429860895593,-0.483514757539395,-0.07167231207061668,-0.13772557496222398,-0.5068831207531509,-0.0019482735363097346,-0.1461331823504059,-0.6924894594195831,-0.019643152675091077,-0.14650371073492974,-0.8077186629870635,-0.043914285893782046,-0.14407637914255167,-0.913639867197045,-0.06621274203762671,-0.08757741448520322,-0.5436665302684187,-0.008570726977007023,-0.10161243079848213,-0.7468561415188757,-0.018599771945183592,-0.10581688862271445,-0.8779268689770059,-0.03873618715211039,-0.11198359150880932,-1.0,-0.05752406310432401,-0.034123498317068506,-0.5321688484329585,-0.022100512929271513,-0.04637688216863039,-0.726260563293269,-0.03148419605264118,-0.053271559220945536,-0.8465564590627187,-0.04754589833184864,-0.0644645254322165,-0.9561628871269369,-0.06322560677877652,0.021763563933589802,-0.4887425656292405,-0.0415747939857353,0.009029321746992636,-0.6465973240262728,-0.05036921487341897,-0.0005792685807483685,-0.7454628079771898,-0.0562613784306659,-0.011192966211270952,-0.8355672180499217,-0.06390342642492118
B,0.0,0.0,0.0,-0.07943008945888892,-0.08610638417820143,-0.03396981075474998,-0.12639292566758312,-0.28589696985315516,-0.04672646406856066,-0.08346971337963585,-0.44438661910287985,-0.05980188321252808,-0.016036512402039446,-0.4791629039101421,-0.07254247533376754,-0.13764228490096692,-0.5049109720144692,-0.0016861024904063207,-0.1477154287078056,-0.6921314641006948,-0.019076428176906673,-0.1489982159399944,-0.8079085730220599,-0.0433154120707155,-0.1471666493348149,-0.9143765329465537,-0.06554064500298822,-0.08780717133020696,-0.5420241308082406,-0.00784507020093934,-0.10330253740126978,-0.7465995070436076,-0.017627330362490132,-0.10874351514015701,-0.8777268815421304,-0.038848146971131745,-0.11547324115356783,-1.0,-0.05848691452999077,-0.03489536026268133,-0.5309831536218402,-0.02097132404167708,-0.04747701245788787,-0.7247073609822228,-0.029931084170787443,-0.055616597679111784,-0.8456777372552097,-0.04750892357063843,-0.06734204064725724,-0.9554106582055729,-0.06433841816838928,0.02029422323747335,-0.48808549385073047,-0.040112524032939065,0.00702712386940563,-0.6464924881597888,-0.048406301246324064,-0.0032688320686049092,-0.7452989457278718,-0.05478120893649394,-0.013800176483200928,-0.8356512640481141,-0.06290270203075361
B,0.0,0.0,0.0,-0.08091431362541489,-0.08559496387131953,-0.0331452258462229,-0.12977500331588773,-0.28402175804014845,-0.04525900853698169,-0.09149861639732981,-0.44502545313057884,-0.0578515432535584,-0.027357632539218586,-0.48750233411777383,-0.06980691584873547,-0.1414334046957333,-0.5045909935853817,0.00017576508627826048,-0.15223582808118588,-0.6905920017025041,-0.0176056476155108,-0.15358148685297088,-0.8062430045765522,-0.041991411788265744,-0.15192347936259995,-0.91267753904618,-0.06400948806151802,-0.09196670323398164,-0.5432479646211273,-0.006088861044004582,-0.10761954740954234,-0.7475071222287754,-0.0159614851038752,-0.1134274449862096,-0.8787026360403271,-0.03631451154465592,-0.12030871410209568,-1.0,-0.055040722878846454,-0.0391938749259685,-0.533963915179946,-0.01945144332159931,-0.05235280071321078,-0.7272917764729763,-0.02831284544852613,-0.060676719567034944,-0.8484593950210298,-0.044442678508278655,-0.07284792250930752,-0.9578860171835782,-0.06009564083250502,0.01665285448175969,-0.49207414217752315,-0.038871546313427076,0.00413033193794912,-0.6488246307177116,-0.046900379786390924,-0.005611516317612187,-0.747040489529547,-0.052336495321462694,-0.01645356494785745,-0.8355408199731883,-0.059561004487826974
B,0.0,0.0,0.0,-0.08095232607218346,-0.0853277555921258,-0.036462332502823935,-0.12660563553342802,-0.2829743903213995,-0.049938546706268516,-0.08029523535000185,-0.4414837303500188,-0.06324354849022752,-0.009756362367836719,-0.4721821553346463,-0.07554411389085616,-0.14687920215794334,-0.5023485796561861,-0.0007163603009761175,-0.15644520688879418,-0.6917925073427634,-0.017298456118623105,-0.15657581562696576,-0.808298408296142,-0.041553819830892826,-0.1543581896263936,-0.9142236585790455,-0.0637454309622488,-0.09608513276226471,-0.5415234013745687,-0.004862905552341786,-0.11138872417420304,-0.7486397214891909,-0.012621618192229608,-0.11670792139881517,-0.8793823980020027,-0.03251673909954386,-0.1230754469010221,-1.0,-0.05134782878783774,-0.04211340795366193,-0.533306198601495,-0.016273468404352457,-0.05464309051399864,-0.7290806766404588,-0.02217195907229833,-0.06378629084511203,-0.8488942162946377,-0.037357733584277165,-0.0760184798119683,-0.9570441564873328,-0.052905259809247096,0.015274967863122116,-0.4931365797925711,-0.03427153418091812,0.003844532592670188,-0.651186029898051,-0.03909008833685183,-0.006209985610136283,-0.7482390653881519,-0.04275137778964712,-0.016506148374157134,-0.8359854740640525,-0.04913120534729802
B,0.0,0.0,0.0,-0.08119657804567443,-0.08525577654604043,-0.03546168245353996,-0.12668313625470184,-0.28041184194150226,-0.048234399484330705,-0.07956851901115229,-0.43574051506859657,-0.061275240091002964,-0.009533520276379997,-0.4722715320226479,-0.07355855694295127,-0.14497194379675665,-0.5005273994055495,0.0008372958037734783,-0.15502320468906955,-0.6902494371358784,-0.01629705978521601,-0.15513970001421537,-0.8082089168176191,-0.040995099801139,-0.15284452091518727,-0.9152718624859689,-0.06334797671217846,-0.09365273009006415,-0.5399137315251686,-0.003949166770448974,-0.10987433546052813,-0.7472849953431362,-0.012392613895967379,-0.11532086056718772,-0.8780824810496022,-0.033215202824295915,-0.12170443572908674,-1.0,-0.05264145265692605,-0.039844719104702456,-0.5317456396832035,-0.016017764777689528,-0.05215952840332982,-0.7266168076505871,-0.02264536723164143,-0.06148269351348131,-0.8472589239842935,-0.038497316530221606,-0.07360189388956952,-0.9563710629741285,-0.05451834072910242,0.017988352826884407,-0.4914416488187964,-0.03456784119641089,0.006388662615971833,-0.6478052501936182,-0.039931462460228856,-0.004098128583705872,-0.7444182518387091,-0.04383783457755941,-0.015091821910204814,-0.8327208235246236,-0.05043049304216872
B,0.0,0.0,0.0,-0.0824424775881893,-0.08339056615381224,-0.03584419483879476,-0.13016601645897227,-0.2830019426407335,-0.04786260343006612,-0.0845591711406873,-0.4419299467342988,-0.06001118025689882,-0.016377489047698167,-0.48379395495055283,-0.07125494559936688,-0.14984369587355986,-0.4981647885801104,0.0012283704530887734,-0.16142660333103956,-0.6895715750518351,-0.015603162586828485,-0.1621667198227271,-0.8074739147954368,-0.03993638238526008,-0.16055722871086026,-0.9144794531889661,-0.06207823744095712,-0.09908149060187678,-0.5401995759808871,-0.003295478068213734,-0.11550240803326797,-0.7470115912245064,-0.012038774098038763,-0.121012164138053,-0.8780392429548749,-0.0330798810163811,-0.1274476343878083,-1.0,-0.05248203181992128,-0.04562943981520636,-0.5340498380866796,-0.01523964817128728,-0.05954963060519241,-0.7288149517396125,-0.022432964807128444,-0.06849382360078282,-0.8502098468486495,-0.039138303306299804,-0.08014576164788269,-0.9603799536084727,-0.0556580624918775,0.01131015960178593,-0.4958296326515349,-0.033635580472269125,-0.0015564527311066059,-0.6524926851462448,-0.0401546934589028,-0.01215334514598819,-0.7506272242432203,-0.04540749218027435,-0.02278823739660118,-0.8409840846069276,-0.052860430039364886
