label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63
A,0.0,0.0,0.0,0.183447,-0.186137,-0.07056,0.356255,-0.171819,-0.035718,0.311965,-0.257644,0.144423,0.427773,-0.398212,0.028324,0.45111,-0.547761,0.028158,0.444862,-0.431307,0.123483,0.484115,-0.572684,-0.068824,0.500227,-0.635395,-0.017744,0.255756,-0.70354,-0.035204,0.117922,-0.815142,-0.027941,0.009614,-0.881613,-0.010404,-0.078284,-0.794946,-0.157221,-0.089264,-0.840529,-0.104963,-0.241499,-0.952584,-0.049442,-0.306174,-1.0,0.147138,-0.212049,-0.852182,0.08829,-0.307825,-0.941633,0.067568,-0.256933,-0.846163,0.010329,-0.125191,-0.820852,0.032728,-0.02445,-0.769512,-0.074442
A,0.0,0.0,0.0,0.095688,-0.151213,0.094214,0.167644,-0.158224,0.115799,0.219712,-0.276995,-0.038323,0.357345,-0.343954,0.161774,0.217313,-0.243595,0.054973,0.33022,-0.46841,0.048968,0.291359,-0.455227,0.012568,0.230803,-0.630913,-0.013543,0.145203,-0.79324,-0.101366,0.062022,-0.748235,-0.029112,-0.097299,-0.79648,-0.041243,-0.255627,-0.851666,-0.05183,-0.276903,-1.0,0.090524,-0.343542,-0.89708,0.104639,-0.310933,-0.854499,-0.058074,-0.49906,-0.947486,0.058621,-0.361604,-0.936585,0.061164,-0.381051,-0.906071,-0.051589,-0.306074,-0.925039,-0.043831,-0.080415,-0.874343,0.159885
A,0.0,0.0,0.0,0.13763,-0.092271,0.085768,0.37495,-0.116588,0.169763,0.247875,-0.182658,0.217943,0.31526,-0.140461,0.143019,0.346994,-0.309565,0.147745,0.416444,-0.552115,0.014702,0.31186,-0.547954,0.084413,0.261727,-0.725723,0.051297,0.186839,-0.685517,0.088996,0.081922,-0.769224,0.012655,-0.210411,-0.835654,0.041884,-0.20018,-1.0,-0.026624,-0.250515,-0.951643,0.112189,-0.396162,-0.96601,0.147899,-0.47701,-0.965945,0.065822,-0.47935,-0.984663,0.113832,-0.452853,-0.861154,0.031011,-0.3692,-0.949142,0.17173,-0.250505,-0.821625,-0.045174,-0.132177,-0.802829,0.040246
A,0.0,0.0,0.0,0.216872,-0.032535,-0.109492,0.275765,0.044903,-0.099008,0.240085,-0.159863,-0.149985,0.270428,-0.296449,-0.113268,0.361464,-0.303864,0.036272,0.283213,-0.350829,-0.108079,0.301335,-0.473556,-0.193702,0.249128,-0.607358,-0.097854,0.133401,-0.537394,-0.187136,-0.050302,-0.834996,-0.180525,-0.189299,-0.775131,-0.03026,-0.309915,-0.969987,-0.078329,-0.416524,-0.90312,-0.075471,-0.56524,-0.858706,0.056122,-0.548291,-0.999555,-0.037823,-0.489801,-0.917029,0.085836,-0.49485,-1.0,-0.161197,-0.466507,-0.919211,0.045254,-0.353769,-0.870745,-0.103686,-0.114295,-0.678834,-0.160536
A,0.0,0.0,0.0,0.248567,-0.063985,-0.044063,0.273878,-0.082864,0.039486,0.350139,-0.147581,0.066007,0.457354,-0.244774,-0.016679,0.408252,-0.291472,-0.066836,0.412659,-0.470747,-0.03357,0.42563,-0.521211,-0.050787,0.199133,-0.570944,-0.03027,0.316347,-0.710532,-0.0638,0.096311,-0.666763,-0.081794,-0.012921,-0.781529,-0.055633,-0.161788,-0.850466,0.012901,-0.287337,-0.88473,-0.074131,-0.223593,-1.0,-0.049331,-0.311539,-0.820351,-0.00959,-0.373865,-0.794113,-0.089818,-0.445403,-0.863208,-0.040697,-0.31859,-0.824543,-0.010726,-0.20895,-0.917072,0.008533,-0.036051,-0.821769,0.049006
A,0.0,0.0,0.0,0.193454,0.07763,0.050549,0.333561,-0.079839,0.179313,0.396389,0.009206,0.111705,0.495313,-0.109718,0.115064,0.535403,-0.149082,0.085053,0.529911,-0.34015,0.149578,0.389991,-0.309362,0.029138,0.260114,-0.51585,-0.031135,0.308681,-0.6557,-0.024606,0.004214,-0.719588,-0.157061,-0.101037,-0.702687,0.069846,-0.085575,-0.869343,0.031635,-0.217745,-0.916967,0.156957,-0.23579,-0.872929,0.076089,-0.325473,-1.0,0.069458,-0.393304,-0.921443,0.069335,-0.196625,-0.792038,0.041755,-0.214717,-0.715178,0.12626,-0.155765,-0.823968,0.090489,-0.019051,-0.691594,0.066499
A,0.0,0.0,0.0,0.067484,0.135227,-0.115764,0.285889,-0.049232,-0.097857,0.228034,-0.155394,-0.018297,0.359345,-0.25516,-0.052454,0.49692,-0.190218,-0.034386,0.344185,-0.395353,-0.041755,0.225346,-0.518181,-0.217377,0.242206,-0.551247,-0.154194,0.216722,-0.766104,-0.230094,0.003859,-0.68986,-0.015788,-0.169166,-0.75295,-0.121863,-0.270461,-0.816793,-0.056949,-0.469617,-0.811546,0.01337,-0.483044,-0.904083,-0.027992,-0.467851,-0.972683,-0.095135,-0.495161,-0.847286,-0.010542,-0.488744,-0.855607,-0.248687,-0.320826,-1.0,-0.096457,-0.380537,-0.940554,-0.013804,-0.221337,-0.80058,-0.115587
A,0.0,0.0,0.0,0.156262,-0.078398,0.00172,0.173276,-0.00232,0.175605,0.268784,-0.193641,0.104657,0.490334,-0.22577,0.150657,0.448243,-0.323957,0.092322,0.357477,-0.438045,0.088094,0.372831,-0.524564,0.118631,0.241958,-0.614736,-0.078468,0.205407,-0.682574,0.110288,-0.164522,-0.643397,0.03593,-0.023428,-0.913503,0.096073,-0.283716,-0.935309,0.199594,-0.327965,-0.913801,0.151064,-0.358504,-0.936964,0.135945,-0.276252,-0.95502,0.136722,-0.373278,-0.869891,0.203952,-0.371444,-1.0,0.225553,-0.426158,-0.879282,0.051926,-0.263029,-0.849062,0.102847,-0.118966,-0.736289,0.092224
A,0.0,0.0,0.0,0.051599,-0.058752,-0.011273,0.207676,-0.062587,-0.048615,0.314627,-0.217697,-0.032891,0.297156,-0.366162,0.05816,0.336498,-0.419642,-0.177394,0.340095,-0.524142,0.032311,0.397295,-0.571869,0.050415,0.325505,-0.633343,-0.248682,0.311084,-0.774349,-0.205896,0.128391,-0.614172,-0.024171,-0.010627,-0.781887,-0.046429,-0.105323,-0.845219,-0.075282,-0.245999,-0.937875,-0.079811,-0.412061,-0.915653,-0.105609,-0.416414,-0.902935,0.047132,-0.302559,-1.0,-0.093258,-0.274945,-0.948234,-0.054676,-0.241135,-0.924543,-0.049387,-0.270777,-0.876832,-0.054772,-0.184944,-0.789321,-0.092564
A,0.0,0.0,0.0,0.090095,-0.080587,-0.059791,0.223366,-0.1037,-0.050617,0.231075,-0.215316,-0.136013,0.445632,-0.329458,-0.094474,0.314977,-0.279001,-0.081548,0.430368,-0.468465,-0.063266,0.254295,-0.380577,-0.175844,0.252503,-0.564831,-0.090324,0.122689,-0.695475,-0.122558,0.011582,-0.698961,0.015678,-0.133004,-0.908093,-0.120153,-0.046867,-0.919529,0.006368,-0.201377,-0.936373,-0.041928,-0.277409,-0.943307,-0.073429,-0.459682,-0.987793,-0.090567,-0.50783,-0.913242,-0.096189,-0.387422,-0.996478,-0.0339,-0.28866,-1.0,-0.046485,-0.175567,-0.92286,0.016592,-0.119292,-0.86401,-0.111683
A,0.0,0.0,0.0,0.024381,-0.034666,-0.109506,0.18945,-0.161592,-0.049582,0.36927,-0.098775,0.045968,0.276584,-0.272719,0.082331,0.385447,-0.187115,0.015146,0.37899,-0.455154,-0.021003,0.31035,-0.482747,0.013165,0.190634,-0.710095,-0.188689,0.173637,-0.780803,-0.21881,0.047189,-0.618632,-0.075805,-0.046758,-0.842107,-0.071462,-0.159341,-0.916208,-0.029549,-0.300472,-0.975395,0.03894,-0.409491,-1.0,0.027056,-0.5013,-0.952394,0.002542,-0.377545,-0.914467,0.003615,-0.366179,-0.83537,0.034327,-0.356297,-0.989059,-0.089197,-0.285245,-0.913939,-0.051194,-0.14894,-0.810455,-0.062893
A,0.0,0.0,0.0,0.026933,-0.052767,0.068132,0.232929,0.000461,0.237899,0.268319,-0.069059,0.175703,0.319849,-0.281486,0.143329,0.342744,-0.317288,0.160517,0.35831,-0.390872,0.208109,0.374618,-0.605453,-0.051011,0.298606,-0.686931,0.081707,0.064877,-0.797575,0.121884,0.073839,-0.792661,-0.077691,-0.12909,-0.792248,0.003555,-0.196252,-0.866009,0.152206,-0.29835,-0.960223,0.211446,-0.3896,-0.917887,0.092906,-0.450157,-0.976904,0.152759,-0.319796,-1.0,0.062686,-0.307061,-0.907856,0.115456,-0.273469,-0.908747,0.259571,-0.207856,-0.873627,0.261282,-0.181522,-0.767937,0.123724
A,0.0,0.0,0.0,-0.012929,-0.106715,-0.025471,0.263395,-0.179133,0.007987,0.234703,-0.336322,-0.023614,0.355522,-0.369084,-0.031714,0.339705,-0.338095,0.0659,0.359058,-0.546772,-0.084821,0.347493,-0.608857,-0.031185,0.263856,-0.640733,-0.003051,0.219527,-0.795693,0.017694,-0.02253,-0.810384,0.055723,-0.110547,-0.853374,0.037238,-0.275307,-0.985289,-0.07773,-0.469976,-0.83747,-0.062159,-0.43294,-1.0,0.04261,-0.409662,-0.933422,-0.001791,-0.477942,-0.961494,0.020972,-0.340418,-0.931263,0.074654,-0.339666,-0.865124,0.025254,-0.375177,-0.886384,-0.045362,-0.222155,-0.848533,0.053805
A,0.0,0.0,0.0,0.136045,0.110356,-0.055107,0.115011,-0.066793,-0.052347,0.40582,-0.141005,-0.080136,0.301499,-0.27925,-0.130643,0.370814,-0.315201,0.022498,0.425286,-0.525979,-0.076987,0.432558,-0.581779,-0.13532,0.277495,-0.684958,-0.100525,0.166488,-0.690927,-0.210713,0.027866,-0.746609,-0.176065,0.047386,-0.883798,-0.126302,-0.122085,-1.0,-0.239482,-0.384832,-0.85744,-0.139544,-0.191605,-0.996387,-0.072882,-0.302095,-0.831475,0.062249,-0.331734,-0.887836,-0.032347,-0.331097,-0.973217,-0.133075,-0.319587,-0.922963,-0.124945,-0.182141,-0.82046,-0.109336,-0.019098,-0.930684,-0.147198
A,0.0,0.0,0.0,0.186677,0.21124,0.077446,0.246269,0.172878,0.139861,0.473535,-0.066207,-0.019365,0.471636,-0.058752,0.193824,0.649328,-0.282059,-0.050673,0.530832,-0.488206,0.037766,0.45592,-0.498242,-0.132341,0.416766,-0.609755,-0.119267,0.03942,-0.670137,0.095092,0.249207,-0.790779,-0.085528,0.015264,-0.905682,-0.004318,-0.098063,-0.792626,-0.014685,-0.289362,-0.992936,-0.04661,-0.378923,-0.919428,0.107545,-0.473628,-0.838405,0.030409,-0.422767,-1.0,-0.131725,-0.319945,-0.86528,0.022964,-0.309281,-0.852939,-0.093434,-0.248743,-0.798679,-0.09315,-0.056259,-0.93078,0.015984
A,0.0,0.0,0.0,0.081133,0.013307,-0.046962,0.333089,-0.060759,-0.040787,0.37881,-0.013988,-0.025785,0.388252,-0.207511,-0.036062,0.367333,-0.450435,-0.025027,0.496537,-0.511124,-0.147437,0.427544,-0.300051,-0.096337,0.249415,-0.556762,-0.018577,0.145637,-0.69184,-0.159604,-0.002522,-0.707867,-0.009851,-0.044324,-0.802343,-0.134098,-0.303408,-0.774844,-0.100155,-0.314014,-0.648027,-0.051698,-0.435575,-0.923867,0.027867,-0.42124,-1.0,0.02408,-0.484694,-0.757071,0.037714,-0.438015,-0.779257,-0.042249,-0.278537,-0.80851,-0.123922,-0.286192,-0.739485,-0.10929,-0.149422,-0.849898,-0.076405
A,0.0,0.0,0.0,0.082882,0.025717,0.050406,0.027987,0.002547,0.021786,0.264499,-0.017401,0.220851,0.300746,-0.16141,0.051146,0.264475,-0.253593,0.003769,0.290366,-0.283934,-0.065281,0.309754,-0.383262,-0.025039,0.002581,-0.612998,0.055391,0.040567,-0.729809,-0.078952,-0.023541,-0.702285,-0.059734,-0.236537,-0.8339,-0.096103,-0.222522,-0.880782,0.070527,-0.335195,-0.82502,-0.022259,-0.492163,-0.915488,-0.035828,-0.543524,-1.0,0.121183,-0.606234,-0.895687,0.060769,-0.561534,-0.849708,-5e-06,-0.417007,-0.957082,0.024915,-0.246934,-0.903258,-0.05187,-0.228205,-0.792262,-0.000942
A,0.0,0.0,0.0,0.100782,-0.085099,-0.007839,0.28164,-0.12694,-0.088848,0.314365,-0.185943,-0.1516,0.352554,-0.279029,-0.036029,0.34649,-0.314255,-0.001494,0.294306,-0.376664,-0.073039,0.321834,-0.452576,-0.129104,0.274725,-0.597592,-0.044167,0.145345,-0.53607,-0.110845,0.00248,-0.707472,-0.114727,-0.038494,-0.853359,-0.148488,-0.246463,-0.749575,0.024304,-0.278929,-0.842775,-0.05161,-0.272229,-0.9022,-0.026268,-0.320629,-0.824484,-0.019036,-0.325796,-1.0,0.010635,-0.395094,-0.934379,-0.00567,-0.224943,-0.816042,0.005744,-0.132201,-0.708633,0.027555,-0.085147,-0.755201,-0.173993
A,0.0,0.0,0.0,0.12587,0.022971,-0.086651,0.250711,0.070856,-0.148881,0.350359,-0.157923,-0.188264,0.35844,-0.191555,-0.133404,0.380004,-0.369671,-0.123429,0.31697,-0.320485,-0.131328,0.274667,-0.484813,-0.206307,0.314277,-0.467905,-0.296697,0.199076,-0.651453,-0.138566,0.088059,-0.765722,-0.202826,-0.100836,-0.708857,-0.170082,-0.040607,-0.832483,-0.200506,-0.365442,-0.980729,-0.237708,-0.323947,-0.847574,-0.219383,-0.326199,-0.916982,-0.094404,-0.286759,-0.818118,-0.119564,-0.422251,-1.0,-0.156981,-0.3148,-0.898435,-0.134238,-0.204766,-0.820056,-0.18829,-0.087427,-0.748525,-0.236443
A,0.0,0.0,0.0,0.074942,-0.018651,0.080814,0.157524,-0.129212,0.056885,0.153328,-0.150569,0.03742,0.275476,-0.245848,-0.087262,0.279962,-0.31935,0.033732,0.238914,-0.335352,-0.052186,0.324425,-0.484165,-0.057916,0.300352,-0.681493,0.027985,0.148065,-0.732059,0.049949,-0.051018,-0.744458,-0.023437,-0.165772,-0.773258,0.021853,-0.38806,-0.789815,-0.121553,-0.306305,-0.835211,-0.06388,-0.476074,-1.0,0.011582,-0.512713,-0.880804,0.122977,-0.408759,-0.960437,0.02556,-0.581624,-0.958168,0.094641,-0.302913,-0.96119,-0.023167,-0.319548,-0.833741,-0.057334,-0.179006,-0.855437,-0.024449
A,0.0,0.0,0.0,0.07829,-0.046757,0.024058,0.179042,0.008752,0.10012,0.266468,-0.11934,0.047719,0.42409,-0.220892,0.058985,0.403299,-0.436759,-0.020793,0.285681,-0.417263,0.148357,0.465367,-0.478955,0.047193,0.123196,-0.648066,-0.054187,0.098856,-0.708574,-0.042504,-0.108031,-0.723862,-0.08122,-0.084984,-0.699915,-0.060731,-0.384011,-0.904097,0.08957,-0.189725,-1.0,0.070168,-0.424541,-0.944796,0.229483,-0.536272,-0.925451,0.097958,-0.37377,-0.927412,0.089575,-0.441981,-0.897868,0.038928,-0.312508,-0.91472,0.0704,-0.264056,-0.78805,0.022218,-0.267232,-0.751334,-0.053198
A,0.0,0.0,0.0,0.02522,0.215305,-0.001295,0.30436,-0.063434,-0.038889,0.419352,-0.087404,-0.013498,0.453747,-0.229723,-0.066136,0.462355,-0.230591,-0.028104,0.262492,-0.361498,-0.075399,0.41655,-0.532682,-0.032437,0.402238,-0.655398,-0.099499,0.162557,-0.786774,-0.18044,0.165661,-0.704978,-0.100901,0.027144,-0.801604,-0.169717,-0.116056,-0.833526,-0.054902,-0.169646,-0.875499,-0.061379,-0.257208,-0.945859,-0.127497,-0.388141,-1.0,-0.101087,-0.394905,-0.994583,-0.073503,-0.485357,-0.905883,-0.060387,-0.344915,-0.848666,-0.012385,-0.303639,-0.917087,-0.151319,-0.1404,-0.777899,-0.13182
A,0.0,0.0,0.0,0.068251,0.11324,-0.00457,0.403299,-0.059782,-0.244835,0.418164,0.101581,0.096006,0.49291,-0.173054,0.057904,0.432339,-0.20245,0.0191,0.579909,-0.13468,-0.012113,0.403019,-0.464797,-0.205299,0.296669,-0.603751,-0.127739,0.241626,-0.737415,-0.009808,0.089727,-0.763668,-0.122272,-0.044304,-0.773641,-0.152074,-0.24721,-0.920366,-0.168694,-0.379754,-0.974201,0.029219,-0.384996,-0.943991,0.04899,-0.468106,-0.933702,-0.011924,-0.445706,-1.0,-0.192165,-0.442573,-0.821296,0.061803,-0.281678,-0.805981,-0.022628,-0.233172,-0.917271,-0.078126,-0.067767,-0.741665,-0.087236
A,0.0,0.0,0.0,0.059751,-0.20399,-0.059665,0.193151,-0.137782,-0.015619,0.342592,-0.073818,0.024435,0.460449,-0.217217,-0.082045,0.540815,-0.360175,0.031041,0.382654,-0.562898,0.021348,0.435645,-0.617652,-0.118343,0.405929,-0.735251,0.039804,0.155494,-0.697951,-0.107887,0.135516,-0.861179,-0.095461,-0.034646,-0.960603,-0.0211,-0.198073,-0.958695,-0.12395,-0.44888,-0.992161,0.13625,-0.294966,-1.0,-0.031753,-0.3947,-0.96492,-0.083729,-0.326403,-0.94432,0.051488,-0.342939,-0.973549,0.039961,-0.265222,-0.972941,-0.064225,-0.202341,-0.809474,-0.132149,-0.193515,-0.876801,-0.062342
A,0.0,0.0,0.0,0.210897,-0.164092,-0.020377,0.216824,-0.223076,0.038217,0.425586,-0.181945,0.071821,0.292777,-0.305606,0.027754,0.382878,-0.268651,0.076994,0.32011,-0.432137,0.053974,0.424116,-0.43878,-0.067407,0.215825,-0.720791,-0.032254,0.197606,-0.657472,-0.030913,0.02592,-0.78975,-0.08075,0.062018,-0.971164,-0.002201,-0.061031,-0.91329,-0.009431,-0.321949,-0.960137,0.115364,-0.52216,-0.864798,-0.052675,-0.436629,-1.0,0.093199,-0.533156,-0.932178,0.191054,-0.488181,-0.931787,0.004018,-0.305143,-0.917668,-0.010714,-0.208479,-0.769891,-0.000978,-0.079994,-0.948214,-0.071548
A,0.0,0.0,0.0,0.062673,-0.124067,-0.077129,0.216153,-0.121672,-0.016637,0.233405,-0.219889,-0.009972,0.312127,-0.183512,-0.002027,0.319028,-0.425041,0.045025,0.320759,-0.50882,0.062222,0.374447,-0.590575,-0.14414,0.280839,-0.677738,-0.002243,0.013497,-0.661081,-0.128574,0.067327,-0.780753,-0.1127,-0.11013,-0.797862,-0.040778,-0.156677,-0.765757,-0.123659,-0.186196,-0.906721,-0.066122,-0.428044,-0.940799,0.057662,-0.39613,-0.844275,-0.072061,-0.396189,-1.0,0.036981,-0.317155,-0.934468,-0.145284,-0.301295,-0.861267,0.018081,-0.158133,-0.924812,0.016391,-0.06059,-0.941627,-0.022198
A,0.0,0.0,0.0,0.126482,-0.082159,-0.000942,0.199903,-0.167157,0.058195,0.288472,-0.119315,0.050102,0.312387,-0.293136,0.096,0.390676,-0.369849,0.033143,0.500385,-0.451571,-0.058152,0.496822,-0.413791,0.027953,0.326469,-0.6811,-0.11204,0.250922,-0.685744,0.030058,0.138199,-0.894072,0.007121,-0.100414,-0.883401,-0.036537,-0.018044,-0.69696,0.005728,-0.269905,-0.906701,0.045765,-0.357188,-0.840406,0.019883,-0.346589,-0.921473,0.044796,-0.331339,-1.0,-0.019518,-0.433084,-0.909405,0.063128,-0.262459,-0.799658,-0.006494,-0.153958,-0.958083,-0.053047,-0.037093,-0.797701,-0.066612
A,0.0,0.0,0.0,0.198722,0.104455,0.081876,0.258247,0.00466,0.01575,0.400857,-0.040135,0.104171,0.379958,-0.308401,0.143081,0.412239,-0.312158,0.10078,0.407925,-0.276395,0.075148,0.435098,-0.549441,0.095487,0.322208,-0.577418,0.00194,0.068374,-0.614005,-0.090787,-0.028232,-0.831875,0.061576,-0.1092,-0.683717,-0.043843,-0.311385,-0.924009,0.100331,-0.310064,-0.920279,0.04609,-0.344809,-0.822513,0.156781,-0.452608,-1.0,0.037482,-0.416982,-0.965461,0.001289,-0.379968,-0.881031,0.062884,-0.390277,-0.866839,-0.021905,-0.175447,-0.746775,-0.108673,-0.184238,-0.89598,-0.044782
